Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature,Lyrics,Release Year
Mad,Year Of The Gentleman (Bonus Track Edition),2008-01-01,['Ne-Yo'],"['pop', 'dance pop', 'r&b', 'urban contemporary']",2009,42,254533,https://open.spotify.com/track/6Hn9Uc1mMNfqChXU3txNke,https://i.scdn.co/image/ab67616d00001e025694163d7c4ab48251e9b57c,spotify:track:6Hn9Uc1mMNfqChXU3txNke,72,0.661,0.727,0.649,0.0,0.111,-5.356,0.0338,129.992,0.669,0,1,4,"She's staring at me, I'm sitting wondering what she's thinking
Nobody's talking, 'cause talking just turns into screaming
And now as I'm yelling over her, she yelling over me
All that that means is neither of us are listening
And what's even worse, that we don't even remember why we're fighting

So both of us are mad for nothing (fighting for)

Nothing (crying for)

Nothing, (oohh)

When we won't let it go for nothing (come back for)

Nothing

It should be nothing

To a love like what we got, oh baby



I know sometimes it's gonna rain

But baby can we make up now

'Cause I can't sleep through the pain (can't sleep through the pain)

Girl I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

No, I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

Oh no, no, no



And it gets me upset, girl, when you're constantly accusing

(Asking questions like you already know)

We're fighting this war, but baby both of us are losing

(This ain't the way that love is supposed to go)

What happened to working it out?

We fall into this place where you ain't backing down

And I ain't backing down

So what the hell do we do now?



It's all for nothing (fighting for)

Nothing (crying for)

Nothing, (oohh)

We won't let it go for nothing (no, not for)

Nothing

It should be nothing

To a love like what we got, oh baby



I know sometimes it's gonna rain (it's gonna rain)

But baby can we make up now

'Cause I can't sleep through the pain (I can't sleep through the pain)

Girl I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

No, I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

Oh no, no, no



Oh baby this love ain't gonna be perfect (perfect, perfect) oh no

And just how good it's gonna be

We can fuss and we can fight

As long as everything's alright between us

Before we go to sleep

Baby we're gonna be, happy, baby



I know sometimes it's gonna rain (soon it's gonna rain)

But baby can we make up now (can we make up now)

'Cause I can't sleep through the pain (I can't sleep through the pain)

Girl I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

No, I don't want to go to bed, mad at you

And I don't want you to go to bed, mad at me

Oh no, no, no",2008.0
Good Girls Go Bad (feat. Leighton Meester),Hot Mess,2009-07-07,"['Cobra Starship', 'Leighton Meester']","['neon pop punk', 'post-teen pop', 'pop punk']",2009,43,196413,https://open.spotify.com/track/7kMfu3KUydmrFVGEAhjtyl,https://i.scdn.co/image/ab67616d00001e02c83d25c1b9d5f384c32d834a,spotify:track:7kMfu3KUydmrFVGEAhjtyl,66,0.0116,0.594,0.874,0.0,0.549,-3.716,0.0815,119.964,0.628,0,1,4,"(feat. Leighton Meester)
BEGINNING:
I'll make them good girls go bad
I'll make them good girls
Good girls go bad

Good girls go bad



Verse #1:

I know your type (your type)

You're daddy's little girl

Just take a bite

One bite

Let me shake up your world



'Cause just one night

Couldn't be so wrong

I'm gonna make you lose control



She was so shy

'Til I drove her wild



Chorus:

I'll make them good girls go bad

I'll make them good girls go bad

You were hanging in the corner

With your five best friends

You heard that I was trouble

But you couldn't resist

I'll make them good girls go bad

I'll make them good girls go

Good girls go bad, bad

Good girls go bad, bad

Good girls go



Leighton Meester:

Verse #2:

I know your type (your type)

Boy, you're dangerous

Yeah you're that guy

That guy

I'd be stupid to trust



But just one night

Couldn't be so wrong

You make me wanna lose control



She was so shy

'Til I drove her wild



Chorus #2:

I'll make them good girls go bad

I'll make them good girls go bad

I was hanging in the corner

With my five best friends

I heard that you was trouble

But I couldn't resist

I'll make them good girls go bad

I'll make them good girls go

Good girls go bad. bad

Good girls go bad. bad

Good girls go bad





Bridge:

Oh

She got away with the boys in the place

Treat 'em like they don't stand a chance

And he got away in the girls in the back

Actin' like they're too hot to dance

Yeah

She got away with the boys in the place

Treat 'em like they don't stand a chance

And he got away in the girls in the back

Actin' like they're too hot to dance





I'll make them good girls go bad

I'll make them good girls go bad

Yeah



I was hanging in the corner

With my five best friends

I heard that you were trouble

But I couldn't resist



I'll make them good girls go bad

I'll make them good girls go bad

I'll make them good girls go 

Good girls go bad, bad, bad

Good girls go bad, bad, bad

Good girls go



(Thanks to mchorseluvr98 for these lyrics)",2009.0
Love Lockdown,808s & Heartbreak,2008-11-24,['Kanye West'],"['chicago rap', 'rap', 'hip hop']",2009,44,270306,https://open.spotify.com/track/1kxeWHF9PrCVZHvVskv8lg,https://i.scdn.co/image/ab67616d00001e02346d77e155d854735410ed18,spotify:track:1kxeWHF9PrCVZHvVskv8lg,67,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0.112,1,0,4,"[Verse:]
I'm not loving you, the way I wanted to
What I had to do, had to run from you
I'm in love with you but the vibe is wrong
And that haunted me, all the way home
So you never know, never never know,

Never know enough, 'til it's over love

'Til we lose control, system overload

Screamin' ""No! No! No! N-No!""

I'm not loving you, the way I wanted to

See I wanna move, but can't escape from you

So I keep it low, keep a secret code

So everybody else don't have to know



[Chorus:]

So keep your love locked down

Your love locked down

Keepin' your love locked down

Your love locked down

Now keep your love locked down

Your love locked down

Now keep your love locked down

You lose



[Verse:]

I'm not lovin' you the way I wanted to

I can't keep my cool, so I keep it true

I got somethin to lose, so I gotta move

I can't keep myself, and still keep you too

So I keep in mind, when I'm on my own

Somewhere far from home, in the danger zone

How many times did I tell ya fo it finally got through

You lose, you lose

I'm not lovin' you, the way I wanted to

See I had to go, see I had to move

No more wastin' time, you can't wait for life

We're just wastin' time, where's the finish line



[Chorus:]

So keep your love locked down

Your love locked down

Keepin' your love locked down

Your love locked down

Now keep your love locked down

Your love locked down

Now keep your love locked down

You lose



[Verse:]

I'm not lovin you, the way I wanted to

I bet no one knew, I got no one new

I know I said I'm through, but got love for you

But I'm not lovin' you, the way I wanted to

Gotta keep it goin', keep the lovin' goin'

Keep it on a roll, only God knows

If I be with you, baby I'm confused

You choose, you choose

I'm not lovin' you, the way I wanted to

Where I wanna go, I don't need you

I've been down this road, too many times before

I'm not lovin' you, the way I wanted to



[Chorus:]

So keep your love locked down

Your love locked down

Keepin' your love locked down

Your love locked down

Now keep your love locked down

Your love locked down

Now keep your love locked down

You lose, you lose

You lose, you lose

You lose",2008.0
Hotel Room Service,Pitbull Starring In Rebelution,2009-08-27,['Pitbull'],"['pop', 'dance pop', 'miami hip hop']",2009,46,237600,https://open.spotify.com/track/0OPyDgTRuIdCJ9B4bYSths,https://i.scdn.co/image/ab67616d00001e02a511f69870fa68e7ba78c099,spotify:track:0OPyDgTRuIdCJ9B4bYSths,73,0.00684,0.85,0.631,0.000406,0.0679,-8.401,0.227,126.002,0.738,1,1,4,"DJ Jim Johnson
I want everybody to stop what they doing
(Mr. 305)
Now if you know you're with somebody
That you're gonna take the hotel room tonight
Make some noise

Meet me at the hotel room

Meet me at the hotel room

Meet me at the hotel room

Meet me at the hotel room



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn



She like that freaky stuff

Two in the ""o"" and one in the eye

That kinky stuff, you nasty

But I like your type

And like T.I., it's whatever you like

Bring your girls, just whatever the night

Your man just left, I'm the plumber tonight

I'll check yo pipes, oh, you the healthy type

Well, here goes some egg whites



Now gimme that sweet

That nasty, that Gucci stuff

Let me tell you what we gon' do

Two plus two, I'm gon' undress you

Then we're gonna go three and three

You gon' undress me

Then we're gonna go four and four

We gon' freak some more, but first



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn



After party in hotel lobby

Then we off to the room, like vroom

Put them fingers in you mouth, or open up you blouse

And pull that g-string down south

Ooh, okay shawty, one's company

Two's a crowd, and three's a party

Your girl ain't with it, I got somebody

In my nature, she's naughty



Now gimme that sweet

That nasty, that Gucci stuff

Let me tell you what we gon' do

Two plus two, I'm gon' undress you

Then we're gonna go three and three

You gon' undress me

Then we're gonna go four and four

We gon' freak some more, but first



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



Forget about your boyfriend

And meet me at the hotel room

You can bring your girlfriends

And meet me at the hotel room



We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn

We at the hotel, motel, Holiday Inn



Mujeres! (eoeoe)

Jenny

Oye Que Obola



Mujeres! (eoeoe)

Yamile

Oye Que Obola



Mujeres! (eoeoe)

Roslin

Oye Que Obola



Mujeres! (eoeoe)

Zulema

Oye Que Obola



Mujeres! (eoeoe)

Christina

Oye Que Obola



Mujeres! (eoeoe)

Carolina

Oye Que Obola



Mujeres! (eoeoe)

Sofia

Oye Que Obola



Mujeres! (eoeoe)

Stefany

Oye Que Obola



Dale",2009.0
Crack A Bottle (feat. Dr. Dre & 50 Cent),Curtain Call 2,2022-08-05,"['Eminem', 'Dr. Dre', '50 Cent']","['queens hip hop', 'east coast hip hop', 'detroit hip hop', 'g funk', 'gangster rap', 'rap', 'hip hop', 'pop rap', 'west coast rap']",2009,47,297173,https://open.spotify.com/track/0ltIb83VBPvnGDKg7axXej,https://i.scdn.co/image/ab67616d00001e0275a2c90eca545e6b0557897c,spotify:track:0ltIb83VBPvnGDKg7axXej,53,0.0795,0.71,0.878,0.0,0.18,-2.518,0.0964,84.095,0.399,6,0,4,"(feat. Dr. Dre & 50 Cent)
Ooww Ladies and gentlemen
The moment you've all been waiting for...
In this corner: weighing 175 pounds,
With a record of 17 rapes, 400 assaults, and 4 murders,

The undisputed, most diabolic villain in the world:

Slim Shady!



[Chorus: Eminem]

So crack a bottle, let your body waddle

Don't act like a snobby model you just hit the lotto

O-oh o-oh, bitches hopping in my Tahoe

Got one riding shotgun and no not one of them got gloves

Now where's the rubbers? Whose got the rubbers?

I noticed there's so many of them

And there's really not that many of us.

Ladies love us and my posse's kicking up dust.

It's on till the break of dawn

And we're starting this party from dusk



Ok... let's go



[Eminem:]

Back when Andre, the giant, mister elephant tusk

Fix your must, you'll just be another one bit the dust

Just one up my mothers son who got thrown under the bus

Kiss my butt. Lick from under cheese from under my nuts

It disgusts me to see the game the way that it looks

It's a must I redeem my name n haters get mushed.

Bitches lust. Man they love me when I lay in the cut.

Fist the cut. The lady give her eighty some paper cut.

Now picture us. It's ridiculous you curse at the thought

Cause when I spit the verse the shit

Gets worse and worse cause your soft

If I could fit the words as picture perfect, works every time

Every verse, every line, as simple as nursery rhymes

It's elementary. The elephants have entered the room.

I venture to say with the center of attention it's true

Not to mention back with a vengeance so heres the signal

Of the bat symbol. The platinum trio's back on you hoes.



[Chorus: Eminem]

So crack a bottle, let your body waddle.

Don't act like a snobby model.

You just hit the lotto.

O-oh o-oh, bitches hopping in my Tahoe .

Got one riding shotgun and no not one of them got gloves

Now wheres the rubbers? Whose got the rubbers?

I noticed there's so many of them

And there's really not that many of us.

Ladies love us and my posses kicking up dust.

It's on till the break of dawn and were starting this party from dusk.



Ladies and gentlemen, Dr. Dre



[Dr Dre:]

They see that low rider go by there, like Oh my!

You ain't got to tell me why you're sick cause I know why.

I dip through in that six trey like sick em Dre.

I'm an itch that they can't scratch, they're sick of me.

But hey, what else can I say? I love LA.

Cause over and above all, it's just another day

And this one begins where the last one ends.

Pick up where we left off and get smashed again.

I'll be dammed, just fucked around and crashed my Benz.

Driving around with a smashed front end

Let's cash that one in.

Grab another one from out the stable

The Monte Carlo, El Camino or the El Derado

The hell if I know.

Do I want leather seats or vinyl?

Decisions, decision

Garage looks like precision collision.

Or maico beats quake like Waco

Just keep the bass low speakers away from your face though



[Chorus: Eminem]

So crack a bottle, let your body waddle.

Don't act like a snobby model .

You just hit the lotto.

O-oh o-oh, bitches hopping in my Tahoe .

Got one riding shotgun and no not one of them got gloves

Now wheres the rubbers? Whose got the rubbers?

I noticed there's so many of them

And there's really not that many of us.

Ladies love us and my posses kicking up dust.

It's on till the break of dawn and were starting this party from dusk.



And I take great pleasure in introducing: 50 Cent



[50 Cent:]

It's bottle after bottle

The money ain't a thang when you party with me

It's what we into it's simple

We ball out of control like you wouldn't believe

I'm the napalm the bomb the don I'm king kong

Get rolled on wrapped up and reigned on

I'm so calm through vietnam ring the alarm

Bring the shaun dawn burn marajaun do what you want

Nigga on and on till the break of what

Get the paper man I'm caking you know I don't give a fuck

I spend it like it don't mean nothing

Blow it like it's suposed to be blown

Motherfucker I'm grown

I stunt I style I flash the shit

I gets what the fuck I want so what I trick

Fat ass burgandy bags classy shit jimmy cho shoes

I say move a bitch move



[Chorus: Eminem]

So crack a bottle, let your body waddle.

Don't act like a snobby model .

You just hit the lotto.

O-oh o-oh, bitches hopping in my Tahoe .

Got one riding shotgun and no not one of them got gloves

Now wheres the rubbers? Whose got the rubbers?

I noticed there's so many of them

And there's really not that many of us.

Ladies love us and my posses kicking up dust.

It's on till the break of dawn and were starting this party from dusk",2022.0
If I Were a Boy,I AM...SASHA FIERCE,2008-11-14,['Beyoncé'],"['pop', 'r&b']",2009,48,249146,https://open.spotify.com/track/26NX1wPt1TRCH536yocd6i,https://i.scdn.co/image/ab67616d00001e02e13de7b8662b085b0885ffef,spotify:track:26NX1wPt1TRCH536yocd6i,68,0.107,0.632,0.518,0.0,0.354,-6.126,0.0313,90.007,0.427,6,1,4,"If I were a boy
Even just for a day
I'd roll outta bed in the morning
And throw on what I wanted then go
Drink beer with the guys
And chase after girls

I'd kick it with who I wanted

And I'd never get confronted for it.

Cause they'd stick up for me.



If I were a boy

I think I could understand

How it feels to love a girl

I swear I'd be a better man.

I'd listen to her

Cause I know how it hurts

When you lose the one you wanted

Cause he's taken you for granted

And everything you had got destroyed



If I were a boy

I would turn off my phone

Tell everyone it's broken

So they'd think that I was sleepin' alone

I'd put myself first

And make the rules as I go

Cause I know that she'd be faithful

Waitin' for me to come home (to come home)



If I were a boy

I think I could understand

How it feels to love a girl

I swear I'd be a better man.

I'd listen to her

Cause I know how it hurts

When you lose the one you wanted

Cause he's taken you for granted

And everything you had got destroyed



It's a little too late for you to come back

Say it's just a mistake

Think I'd forgive you like that

If you thought I would wait for you

You thought wrong



If I were a boy

I think I could understand

How it feels to love a girl

I swear I'd be a better man.

I'd listen to her

Cause I know how it hurts

When you lose the one you wanted

Cause he's taken you for granted

And everything you had got destroyed



But you're just a boy

You don't understand

Yeah you don't understand

How it feels to love a girl someday

You wish you were a better man

You don't listen to her

You don't care how it hurts

Until you lose the one you wanted

Cause you've taken her for granted

And everything you have got destroyed

But you're just a boy",2008.0
Gotta Be Somebody,Dark Horse,2008-10-28,['Nickelback'],"['alternative metal', 'post-grunge', 'canadian rock']",2009,51,252653,https://open.spotify.com/track/06T10fEzN8ZCcqzQZYA184,https://i.scdn.co/image/ab67616d00001e02f74baf63e915712df348e647,spotify:track:06T10fEzN8ZCcqzQZYA184,65,0.000354,0.536,0.89,0.00165,0.133,-5.222,0.0601,115.998,0.205,0,1,4,"This time I wonder what it feels like
To find the one in this life
The one we all dream of
But dreams just aren't enough
So I'll be waiting for the real thing.
I'll know it by the feeling.

The moment when we're meeting

Will play out like a scene straight off the silver screen

So I'll be holdin my breath

Right up to the end

Until that moment when

I find the one that I spend forever with



Cause nobody wants to be the last one there.

Cause everyone wants to feel like someone cares.

Someone to love with my life in their hands.

There's gotta be somebody for me like that.

Cause nobody wants to go it on their own

And everyone wants to know they're not alone.

Somebody else that feels the same somewhere.

There's gotta be somebody for me out there.



Tonight out on the street out in the moonlight

And damn it this feels too right

It's just like Déjà Vu

Me standin here with you

So I'll be holdinmy breath

Could this be the end?

Is it that moment when

I find the one that I spend forever with?



Cause nobody wants to be the last one there.

Cause everyone wants to feel like someone cares.

Someone to love with my life in their hands.

There's gotta be somebody for me like that.

Cause nobody wants to go it on their own

And everyone wants to know they're not alone.

Somebody else that feels the same somewhere.

There's gotta be somebody for me out there.



Cause nobody wants to be the last one there

Cause everyone wants to feel like someone cares.

Someone to love with my life in their hands.

There's gotta be somebody for me like that.

Cause nobody wants to go it on their own

And everyone wants to know they're not alone.

Is there somebody else that feels the same somewhere?

There's gotta be somebody for me out there.



Ooooooh,

You can't give up!

Lookin for that diamond in the rough

Because you never know when it shows up

Make sure you're holdin on



Cause it could be the one,

the one you're waiting on

Cause nobody wants to be the last one there.

Cause everyone wants to feel like someone cares.

Someone to love with my life in their hands.

There's gotta be somebody for me like that.

Cause nobody wants to go it on their own

And everyone wants to know they're not alone.

Somebody else that feels the same somewhere.

There's gotta be somebody for me out there.



Cause nobody wants to be the last one there.

Cause everyone wants to feel like someone cares.

Someone to love with my life in their hands.

There has gotta be somebody for me

Ohhhhhh.



Nobody wants to go it on their own

And everyone wants to know they're not alone.

Is there somebody else that feels the same somewhere?

There's gotta be somebody for me out there.



Nobody wants to be the last one there

And everyone wants to feel like someone cares.

Is there somebody else that feels the same somewhere?

There has gotta be somebody for me out there",2008.0
Paparazzi,The Fame,2008-01-01,['Lady Gaga'],"['pop', 'dance pop', 'art pop']",2009,53,208306,https://open.spotify.com/track/7Hqig8kp32q2Ire3ECQvWM,https://i.scdn.co/image/ab67616d00001e02631810af03785dbad83f5c81,spotify:track:7Hqig8kp32q2Ire3ECQvWM,72,0.113,0.762,0.692,0.0,0.094,-3.973,0.0438,114.906,0.397,5,0,4,"We are the crowd,
We're c-coming out
Got my flash on it's true, 
With that picture of you 
it's so magical
we'd be so fantastic, oh



Leather and Jeans, 

Garage glamorous, 

now show what it means

But this photo of us 

it don't have a price, 

Ready for those flashing lights

Cause you know that baby I



Im your biggest fan 

I'll follow you until you love me 

papa-paparazzi,

baby there's no other superstar 

that know that I'll be 

papa-paparazzi

promise I'll be kind, 

but i won't stop until that boy is mine

baby you'll be famous 

chase you down until you love me

papa-paparazzi



I'll be your girl, 

backstage at your show

Velvet ropes and guitars.

Yeah cause you know I'm starting 

between the sets

Eyeliner and cigarettes

Shadow is burnt, 

yellow dance and return,

My lashes are dry, 

purple teardrops I cry

It don't have a price, 

Lovin' you is Cherry pie

cause you know that baby I.



Im your biggest fan 

I'll follow you until you love me 

papa-paparazzi,

baby there's no other superstar 

that know that I'll be 

papa-paparazzi

promise I'll be kind, 

but i won't stop until that boy is mine

baby you'll be famous 

chase you down until you love me

papa-paparazzi



Real Good 

(we're dancin' in the studio)

Snap, Snap 

(that Shit on the radio)

Don't stop for anyone,

We're plastic but we still have fun!



Im your biggest fan 

I'll follow you until you love me 

papa-paparazzi,

baby there's no other superstar 

that know that I'll be 

papa-paparazzi

promise I'll be kind, 

but i won't stop until that boy is mine

baby you'll be famous 

chase you down until you love me

papa-paparazzi





(Thanks to PoptartxxLove and ResidentZelda for correcting these lyrics)",2008.0
Beautiful,Freedom,2008-01-01,"['Akon', ""Colby O'Donis"", 'Kardinal Offishall']","['canadian old school hip hop', 'dance pop', 'toronto rap']",2009,54,312986,https://open.spotify.com/track/7rv0UuxMX7CpUUwEE1jVrd,https://i.scdn.co/image/ab67616d00001e029394f4d49f1598a13a580ebc,spotify:track:7rv0UuxMX7CpUUwEE1jVrd,65,0.122,0.743,0.948,0.0,0.112,-4.445,0.0893,130.024,0.614,0,0,4,"When I see you, I run out of words to say
I wouldn't leave you, cause your that type of girl, that makes mistakes
I see the guys tryna' holla, girl I don't want to bother you, 
cause your independent and you got my attention
And I'll be your baby father, girl I just want to show you, 

that I love what you are doing



I see you in the club, you gettin' down'

I wanna get with you

I see you in the club, you showin' thugs love

That wanna get with you



You're so beautiful, So damn beautiful

Said your so beautiful, So damn beautiful

You're so beautiful



Where'd you come from, you're outta' this world, to me

You're a symbol of what a beautiful woman should be (ooh wee)



I see the guys trying to holla, girl I don't want to bother you, 

cause your independent and you got my attention

And I'll be your baby father, girl I just want to show you, 

cause I love what you are doing



I see you in the club, you gettin' down

I wanna get with you

I see you in the club, you showin' thugs love

I wanna get with you



You're so beautiful (oh yeah)

So damn beautiful (oh yeah)

Said your so beautiful (so beautiful)

So damn Beautiful (so beautiful)

You're so beautiful... beautiful... beautiful... beautiful... 



I see the guys tryna' holla, girl I don't want to bother you, 

cause your independent and you got my attention

And I'll be your baby father, girl I just wanna show you, 

cause I love what you are doing



I see you in the club, you gettin' down

I wanna get with you (oh yeah)

I see you in the club, you showin' thugs love

I wanna get with you



You're so beautiful, So damn beautiful

Said your so beautiful, So damn Beautiful

You're so beautiful",2008.0
Viva La Vida,Viva La Vida or Death and All His Friends,2008-05-26,['Coldplay'],"['pop', 'permanent wave']",2009,55,242373,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,https://i.scdn.co/image/ab67616d00001e02e21cc1db05580b6f2d2a3b6e,spotify:track:1mea3bSkSGXuIRvnydlB5b,89,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,0.417,5,0,4,"I used to rule the world 
Seas would rise when I gave the word 
Now in the morning I sleep alone 
Sweep the streets that I used to own
I used to roll the dice 

Feel the fear in my enemy's eyes 

Listen as the crowd would sing: 

""Now the old king is dead! 

Long live the king!""



One minute I held the key 

Next the walls were closed on me 

And I discovered that my castles stand 

Upon pillars of salt and pillars of sand



I hear Jerusalem bells are ringing 

Roman Cavalry choirs are singing 

Be my mirror my sword and shield 

My missionaries in a foreign field 

For some reason I can't explain 

Once you go there was never, never an honest word 

That was when I ruled the world 

(Ohhh) 



It was the wicked and wild wind 

Blew down the doors to let me in

Shattered windows and the sound of drums 

People couldn't believe what I'd become



Revolutionaries wait 

For my head on a silver plate 

Just a puppet on a lonely string

Oh who would ever want to be king? 



I hear Jerusalem bells are ringing

Roman Cavalry choirs are singing 

Be my mirror my sword and shield 

My missionaries in a foreign field 

For some reason I can't explain 

I know Saint Peter won't call my name 

Never an honest word 

But that was when I ruled the world 

(Ohhhhh Ohhh Ohhh)



I hear Jerusalem bells are ringing

Roman Cavalry choirs are singing 

Be my mirror my sword and shield 

My missionaries in a foreign field 

For some reason I can't explain 

I know Saint Peter won't call my name 

Never an honest word 

But that was when I ruled the world 

Oooooh Oooooh Oooooh",2008.0
Right Now (Na Na Na),Freedom,2008-01-01,['Akon'],['dance pop'],2009,56,240746,https://open.spotify.com/track/1ARJhjuI6TNYZCxYygFQ4F,https://i.scdn.co/image/ab67616d00001e029394f4d49f1598a13a580ebc,spotify:track:1ARJhjuI6TNYZCxYygFQ4F,68,0.267,0.832,0.87,0.0,0.412,-4.2,0.167,138.003,0.566,8,0,4,"It's been so long long long
that I haven't seen your face, 
I'm trying to be strong, 
but the strength I have this washing away.
it won't be long long long,
before I get you by my side, 

and just hold you, tease you, squeeze you, tell you what's been on my mind.





I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 

I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 





Girl I know know know mistakes were made between us two, 

and we showed of our eyes that night, even said somethings weren't true, 

why'd you go go go? 

and haven't seen my girl since then, 

why can't it be the way it was, 

cause you were my Homie, lover, and friend... 





I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 

I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 







I can't lie, [I miss you much] 

watching everyday that goes by, [ I miss you much ] 

tell I get you back I'm gon' try, [ yes I miss you much ] 

cause you are the apple of my eyes, [ girl I miss you much ] 

I can't lie, [ I miss you much ] 

watching everyday that goes by, [ I miss you much ] 

tell I get you back I'm gon' try, [ yes I miss you much ] 

cause you are the apple of my eyes. [ girl I miss you much ] 





I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 

I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 





I want you to fly with me, [ want you to fly ] 

I miss how you lie with me, [ miss how you lie ] 

just wish you could die with me, [ wish you could die with me ] 

the one that'll grind with me, [ said the one that will grind with me ] 

I want you to fly with me, [ want you to fly ] 

I miss how you lie with me, [ ohh miss how you lie ] 

just wish you could die with me, [ wish you could die] 

the one that'll grind with me. [ ohh the one that'll grind]... 





I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na, 

I wanna make up right now na na, 

I wanna make up right now na na, 

wish we never broke up right now na na, 

we need to link up right now na na,",2008.0
Battlefield,Battlefield,2009-07-20,['Jordin Sparks'],"['pop', 'dance pop', 'post-teen pop']",2009,57,241920,https://open.spotify.com/track/1Nme6K1PYAh7p7uygyuRdf,https://i.scdn.co/image/ab67616d00001e020f3b8df680764642a4858f1d,spotify:track:1Nme6K1PYAh7p7uygyuRdf,57,0.0178,0.613,0.634,0.0,0.0719,-3.472,0.0339,144.953,0.37,2,1,4,"Don't try to explain your mind
I know what's happening here
One minute it's love and suddenly
It's like a battle-field
One word turns into a
Why is it the smallest things that tear us down

My world's nothing when you don't

I'm not here without a shield

Can't go back now



Both hands tied behind my back with nothing

Oh no

These times when we climb so fast to fall again

Why we gotta fall for it now



I never meant to start a war

You know I never wanna hurt you

Don't even know what we're fighting for



Why does love always feel like ...

a battlefield (battlefield)

a battlefield (battlefield)

a battlefield (battlefield)

[repeat]

Why does love always feel like



Can't swallow our pride,

Neither of us wanna raise that flag

If we can't surrender

then we both gonna lose what we had, oh no

Both hands tied behind my back with nothing

(nothing)

Oh no, these times when we climb so fast to fall again



I don't wanna fall for it now

I never meant to start a war

You know I never wanna hurt you

Don't even know what we're fighting for



Why does love always feel like ...

a battlefield (battlefield)

battlefield (battlefield)

battlefield (battlefield)

[repeat]

Why does love always feel like



You better go and get your armor

(get your armor)

Get your armor (get your armor)

I guess you better go and get your armor

(get your armor)

Get your armor (get your armor)

I guess you better go and get your



We could pretend that we are friends tonight

And in the morning we'll wake up and we'll be alright

Cause baby we don't have to fight

And I don't want this love to feel like



A battlefield (oh) a battlefield (oh) a battlefield,

Why does love always feel like a battlefield (oh)

a battlefield (oh) a battlefield



I guess you better go and get your armor

I never meant to start a war (start a war)

You know I never wanna hurt you

Don't even know what we're fighting for

(fighting, fighting for)



Why does love always feel like ...

a battlefield (battlefield)

a battlefield (battlefield)

a battlefield (battlefield)

[repeat]

Why does love always feel like



You better go and get your armor

(get your armor)

Get your armor (get your armor)

I guess you better go and get your armor

(get your armor)

Get your armor (get your armor)

I guess you better go and get your



Why does love always feel like

(whooaa ooow)

Why does love always feel like

(whooaa ooow)

A battlefield, a battlefield..



I never meant to start a war

Don't even know what we're fighting for

I never meant to start a war

Don't even know what we're fighting for

[fade out]",2009.0
